Reader,Trial,Reef,Treatment,Read.number.every.5.min,frame.number,IMG.num,Species,Count,Score,Count.zero,Score.zero,"close.on.reef(0-0.275m, 5)","just.outside.of.small.frame.or.on.top(0.276-0.45m, 4)","within.1m.of.cage.far.from.small.cage.at.cage.frame.for.lg.cage(0.46-1m, 3)","between.1and2m.of.cage(1.1-2m, 2)","beyond2m.of.cage(2.1m+, 1)",not.present(0),total.num.images.for.time.lapse,total.time.min,,minimum number of images = 650,6500,108.3333333,1.805555556
GCJ,1,10,Low,2,120,60869,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,1,Medium,1,60,33104,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,1,Medium,1,60,33104,FSEPU,1,3,1,3,,,,,,,,,,,,,
GCJ,1,10,Low,2,120,60869,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,1,Medium,1,60,33104,MHASE,0,0,0,0,,,,,,,,,,,,,
GCJ,1,10,Low,2,120,60869,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,1,Medium,1,60,33104,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,10,Low,2,120,60869,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,10,Low,3,180,60929,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,1,Medium,2,120,33164,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,1,Medium,2,120,33164,FSEPU,0,0,0,0,,,,,,,,,,,,,
GCJ,1,10,Low,3,180,60929,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,1,Medium,2,120,33164,MHASE,1,2,1,2,,,,,,,,,,,,,
GCJ,1,10,Low,3,180,60929,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,1,Medium,2,120,33164,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,10,Low,3,180,60929,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,11,Medium,1,60,71002,CAPR,,,0,0,,,,,,,219,36.5,,,,,
TG,2,1,Medium,3,180,33224,FHASE,1,1,1,1,,,,,,,,,,,,,
TG,2,1,Medium,3,180,33224,FSEPU,1,3,1,3,,,,,,,,,,,,,
GCJ,1,11,Medium,1,60,71002,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,1,Medium,3,180,33224,MHASE,0,0,0,0,,,,,,,,,,,,,
GCJ,1,11,Medium,1,60,71002,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,1,Medium,3,180,33224,PACL,1,1,1,1,,,,,,,,,,,,,
GCJ,1,11,Medium,1,60,71002,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,11,Medium,2,120,71062,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,1,Medium,4,240,33284,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,1,Medium,4,240,33284,FSEPU,0,0,0,0,,,,,,,,,,,,,
GCJ,1,11,Medium,2,120,71062,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,1,Medium,4,240,33284,MHASE,1,1,1,1,,,,,,,,,,,,,
GCJ,1,11,Medium,2,120,71062,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,1,Medium,4,240,33284,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,11,Medium,2,120,71062,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,11,Medium,3,180,71122,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,1,Medium,5,300,33344,FHASE,1,1,1,1,,,,,,,,,,,,,
TG,2,1,Medium,5,300,33344,FSEPU,0,0,0,0,,,,,,,,,,,,,
GCJ,1,11,Medium,3,180,71122,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,1,Medium,5,300,33344,MHASE,0,0,0,0,,,,,,,,,,,,,
GCJ,1,11,Medium,3,180,71122,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,1,Medium,5,300,33344,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,11,Medium,3,180,71122,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,12,High,1,60,10441,CAPR,,,0,0,,,,,,,197,32.83333333,,,,,
TG,2,1,Medium,6,360,33404,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,1,Medium,6,360,33404,FSEPU,0,0,0,0,,,,,,,,,,,,,
GCJ,1,12,High,1,60,10441,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,1,Medium,6,360,33404,MHASE,0,0,0,0,,,,,,,,,,,,,
GCJ,1,12,High,1,60,10441,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,1,Medium,6,360,33404,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,12,High,1,60,10441,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,12,High,2,120,10501,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,2,Low,1,60,11291,FHASE,1,2,1,2,,,,,,,,,,,,,
TG,2,2,Low,1,60,11291,FSEPU,0,0,0,0,,,,,,,,,,,,,
GCJ,1,12,High,2,120,10501,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,2,Low,1,60,11291,MHASE,1,2,1,2,,,,,,,,,,,,,
GCJ,1,12,High,2,120,10501,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,2,Low,1,60,11291,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,12,High,2,120,10501,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,12,High,3,180,10561,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,2,Low,2,120,11351,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,2,Low,2,120,11351,FSEPU,1,1,1,1,,,,,,,,,,,,,
GCJ,1,12,High,3,180,10561,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,2,Low,2,120,11351,MHASE,0,0,0,0,,,,,,,,,,,,,
GCJ,1,12,High,3,180,10561,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,2,Low,2,120,11351,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,12,High,3,180,10561,PANE,,,0,0,,,,,,,,,,,,,
TG,2,2,Low,3,180,11411,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,2,Low,3,180,11411,FSEPU,0,0,0,0,,,,,,,,,,,,,
GCJ,1,13,Low,1,60,21143,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,2,Low,3,180,11411,MHASE,0,0,0,0,,,,,,,,,,,,,
GCJ,1,13,Low,1,60,21143,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,2,Low,3,180,11411,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,13,Low,1,60,21143,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,13,Low,2,120,21203,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,2,Low,4,240,11471,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,2,Low,4,240,11471,FSEPU,1,2,1,2,,,,,,,,,,,,,
GCJ,1,13,Low,2,120,21203,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,2,Low,4,240,11471,MHASE,0,0,0,0,,,,,,,,,,,,,
GCJ,1,13,Low,2,120,21203,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,2,Low,4,240,11471,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,13,Low,2,120,21203,PANE,,,0,0,,,,,,,,,,,,,
TG,2,2,Low,5,300,11531,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,2,Low,5,300,11531,FSEPU,0,0,0,0,,,,,,,,,,,,,
GCJ,1,14,Medium,1,60,21780,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,2,Low,5,300,11531,MHASE,0,0,0,0,,,,,,,,,,,,,
GCJ,1,14,Medium,1,60,21780,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,2,Low,5,300,11531,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,14,Medium,1,60,21780,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,14,Medium,2,120,21840,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,2,Low,6,360,11591,FHASE,2,3,2,3,,,,,,,,,,,,,
TG,2,2,Low,6,360,11591,FSEPU,0,0,0,0,,,,,,,,,,,,,
GCJ,1,14,Medium,2,120,21840,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,2,Low,6,360,11591,MHASE,0,0,0,0,,,,,,,,,,,,,
GCJ,1,14,Medium,2,120,21840,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,2,Low,6,360,11591,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,14,Medium,2,120,21840,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,15,High,1,60,42854,CAPR,,,0,0,,,,,,,183,30.5,,,,,
TG,2,3,High,1,60,11968,FHASE,2,3,2,3,,,,,,,,,,,,,
TG,2,3,High,1,60,11968,FSEPU,1,3,1,3,,,,,,,,,,,,,
GCJ,1,15,High,1,60,42854,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,3,High,1,60,11968,MHASE,0,0,0,0,,,,,,,,,,,,,
GCJ,1,15,High,1,60,42854,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,3,High,1,60,11968,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,15,High,1,60,42854,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,15,High,2,120,42904,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,3,High,2,120,12028,FHASE,1,1,1,1,,,,,,,,,,,,,
TG,2,3,High,2,120,12028,FSEPU,1,2,1,2,,,,,,,,,,,,,
GCJ,1,15,High,2,120,42904,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,3,High,2,120,12028,MHASE,1,2,1,2,,,,,,,,,,,,,
GCJ,1,15,High,2,120,42904,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,3,High,2,120,12028,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,15,High,2,120,42904,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,15,High,3,180,42964,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,3,High,3,180,12088,FHASE,1,3,1,3,,,,,,,,,,,,,
TG,2,3,High,3,180,12088,FSEPU,0,0,0,0,,,,,,,,,,,,,
GCJ,1,15,High,3,180,42964,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,3,High,3,180,12088,MHASE,0,0,0,0,,,,,,,,,,,,,
GCJ,1,15,High,3,180,42964,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,3,High,3,180,12088,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,15,High,3,180,42964,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,16,Low,1,60,11589,CAPR,,,0,0,,,,,,,191,31.83333333,,,,,
TG,2,3,High,4,240,12148,FHASE,1,4,1,4,,,,,,,,,,,,,
TG,2,3,High,4,240,12148,FSEPU,0,0,0,0,,,,,,,,,,,,,
GCJ,1,16,Low,1,60,11589,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,3,High,4,240,12148,MHASE,0,0,0,0,,,,,,,,,,,,,
GCJ,1,16,Low,1,60,11589,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,3,High,4,240,12148,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,16,Low,1,60,11589,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,16,Low,2,120,11649,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,3,High,5,300,12208,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,3,High,5,300,12208,FSEPU,2,1,2,1,,,,,,,,,,,,,
GCJ,1,16,Low,2,120,11649,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,3,High,5,300,12208,MHASE,1,1,1,1,,,,,,,,,,,,,
GCJ,1,16,Low,2,120,11649,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,3,High,5,300,12208,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,16,Low,2,120,11649,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,16,Low,3,180,11709,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,3,High,6,360,12268,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,3,High,6,360,12268,FSEPU,1,2,1,2,,,,,,,,,,,,,
GCJ,1,16,Low,3,180,11709,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,3,High,6,360,12268,MHASE,0,0,0,0,,,,,,,,,,,,,
GCJ,1,16,Low,3,180,11709,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,3,High,6,360,12268,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,16,Low,3,180,11709,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,17,Medium,1,60,10963,CAPR,,,0,0,,,,,,,180,30,,,,,
TG,2,4,Medium,1,60,22346,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,4,Medium,1,60,22346,FSEPU,0,0,0,0,,,,,,,,,,,,,
GCJ,1,17,Medium,1,60,10963,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,4,Medium,1,60,22346,MHASE,0,0,0,0,,,,,,,,,,,,,
GCJ,1,17,Medium,1,60,10963,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,4,Medium,1,60,22346,PACL,1,2,1,2,,,,,,,,,,,,,
GCJ,1,17,Medium,1,60,10963,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,17,Medium,2,120,11023,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,4,Medium,2,120,22406,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,4,Medium,2,120,22406,FSEPU,1,2,1,2,,,,,,,,,,,,,
GCJ,1,17,Medium,2,120,11023,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,4,Medium,2,120,22406,MHASE,0,0,0,0,,,,,,,,,,,,,
GCJ,1,17,Medium,2,120,11023,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,4,Medium,2,120,22406,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,17,Medium,2,120,11023,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,17,Medium,3,180,11083,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,4,Medium,3,180,22466,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,4,Medium,3,180,22466,FSEPU,0,0,0,0,,,,,,,,,,,,,
GCJ,1,17,Medium,3,180,11083,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,4,Medium,3,180,22466,MHASE,1,2,1,2,,,,,,,,,,,,,
GCJ,1,17,Medium,3,180,11083,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,4,Medium,3,180,22466,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,17,Medium,3,180,11083,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,18,High,1,60,32680,CAPR,,,0,0,,,,,,,174,29,,,,,
TG,2,4,Medium,4,240,22526,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,4,Medium,4,240,22526,FSEPU,1,1,1,1,,,,,,,,,,,,,
GCJ,1,18,High,1,60,32680,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,4,Medium,4,240,22526,MHASE,0,0,0,0,,,,,,,,,,,,,
GCJ,1,18,High,1,60,32680,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,4,Medium,4,240,22526,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,18,High,1,60,32680,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,18,High,2,120,32740,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,4,Medium,5,300,22586,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,4,Medium,5,300,22586,FSEPU,0,0,0,0,,,,,,,,,,,,,
GCJ,1,18,High,2,120,32740,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,4,Medium,5,300,22586,MHASE,0,0,0,0,,,,,,,,,,,,,
GCJ,1,18,High,2,120,32740,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,4,Medium,5,300,22586,PACL,0,0,0,0,,,,,,,,,,,,,
GCJ,1,18,High,2,120,32740,PANE,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,1,60,33104,CAPR,MB and TG both read reef 1 for trial 2,,MB and TG both read reef 1 for trial 2,0,,,,,,,,,,,,,
TG,2,4,Medium,6,360,22646,FHASE,1,1,1,1,,,,,,,,,,,,,
TG,2,4,Medium,6,360,22646,FSEPU,0,0,0,0,,,,,,,,,,,,,
MB,2,1,Medium,1,60,33104,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,4,Medium,6,360,22646,MHASE,0,0,0,0,,,,,,,,,,,,,
MB,2,1,Medium,1,60,33104,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,4,Medium,6,360,22646,PACL,0,0,0,0,,,,,,,,,,,,,
MB,2,1,Medium,1,60,33104,PANE,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,2,120,33164,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,5,High,1,60,43493,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,5,High,1,60,43493,FSEPU,0,0,0,0,,,,,,,,,,,,,
MB,2,1,Medium,2,120,33164,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,5,High,1,60,43493,MHASE,0,0,0,0,,,,,,,,,,,,,
MB,2,1,Medium,2,120,33164,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,5,High,1,60,43493,PACL,2,4,2,4,,,,,,,,,,,,,
MB,2,1,Medium,2,120,33164,PANE,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,3,180,33224,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,5,High,2,120,43553,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,5,High,2,120,43553,FSEPU,1,1,1,1,,,,,,,,,,,,,
MB,2,1,Medium,3,180,33224,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,5,High,2,120,43553,MHASE,0,0,0,0,,,,,,,,,,,,,
MB,2,1,Medium,3,180,33224,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,5,High,2,120,43553,PACL,0,0,0,0,,,,,,,,,,,,,
MB,2,1,Medium,3,180,33224,PANE,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,4,240,33284,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,5,High,3,180,43613,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,5,High,3,180,43613,FSEPU,1,3,1,3,,,,,,,,,,,,,
MB,2,1,Medium,4,240,33284,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,5,High,3,180,43613,MHASE,0,0,0,0,,,,,,,,,,,,,
MB,2,1,Medium,4,240,33284,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,5,High,3,180,43613,PACL,2,4,2,4,,,,,,,,,,,,,
MB,2,1,Medium,4,240,33284,PANE,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,5,300,33334,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,5,High,4,240,43673,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,5,High,4,240,43673,FSEPU,1,1,1,1,,,,,,,,,,,,,
MB,2,1,Medium,5,300,33334,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,5,High,4,240,43673,MHASE,0,0,0,0,,,,,,,,,,,,,
MB,2,1,Medium,5,300,33334,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,5,High,4,240,43673,PACL,1,4,1,4,,,,,,,,,,,,,
MB,2,1,Medium,5,300,33334,PANE,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,6,360,33404,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,5,High,5,300,43733,FHASE,2,2,2,2,,,,,,,,,,,,,
TG,2,5,High,5,300,43733,FSEPU,0,0,0,0,,,,,,,,,,,,,
MB,2,1,Medium,6,360,33404,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,5,High,5,300,43733,MHASE,1,1,1,1,,,,,,,,,,,,,
MB,2,1,Medium,6,360,33404,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,5,High,5,300,43733,PACL,1,3,1,3,,,,,,,,,,,,,
MB,2,1,Medium,6,360,33404,PANE,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,1,60,33865,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,5,High,6,360,43793,FHASE,4,2,4,2,,,,,,,,,,,,,
TG,2,5,High,6,360,43793,FSEPU,1,2,1,2,,,,,,,,,,,,,
MB,2,7,Medium,1,60,33865,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,5,High,6,360,43793,MHASE,0,0,0,0,,,,,,,,,,,,,
MB,2,7,Medium,1,60,33865,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,5,High,6,360,43793,PACL,0,0,0,0,,,,,,,,,,,,,
MB,2,7,Medium,1,60,33865,PANE,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,2,120,33925,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,6,Low,1,60,21677,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,6,Low,1,60,21677,FSEPU,0,0,0,0,,,,,,,,,,,,,
MB,2,7,Medium,2,120,33925,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,6,Low,1,60,21677,MHASE,0,0,0,0,,,,,,,,,,,,,
MB,2,7,Medium,2,120,33925,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,6,Low,1,60,21677,PACL,0,0,0,0,,,,,,,,,,,,,
MB,2,7,Medium,2,120,33925,PANE,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,3,180,33985,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,6,Low,2,120,21737,FHASE,1,2,1,2,,,,,,,,,,,,,
TG,2,6,Low,2,120,21737,FSEPU,1,3,1,3,,,,,,,,,,,,,
MB,2,7,Medium,3,180,33985,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,6,Low,2,120,21737,MHASE,0,0,0,0,,,,,,,,,,,,,
MB,2,7,Medium,3,180,33985,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,6,Low,2,120,21737,PACL,1,3,1,3,,,,,,,,,,,,,
MB,2,7,Medium,3,180,33985,PANE,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,4,240,34045,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,6,Low,3,180,21797,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,6,Low,3,180,21797,FSEPU,0,0,0,0,,,,,,,,,,,,,
MB,2,7,Medium,4,240,34045,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,6,Low,3,180,21797,MHASE,0,0,0,0,,,,,,,,,,,,,
MB,2,7,Medium,4,240,34045,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,6,Low,3,180,21797,PACL,0,0,0,0,,,,,,,,,,,,,
MB,2,7,Medium,4,240,34045,PANE,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,5,300,34105,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,6,Low,4,240,21857,FHASE,0,0,0,0,,,,,,,,,,,,,
TG,2,6,Low,4,240,21857,FSEPU,0,0,0,0,,,,,,,,,,,,,
MB,2,7,Medium,5,300,34105,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,6,Low,4,240,21857,MHASE,0,0,0,0,,,,,,,,,,,,,
MB,2,7,Medium,5,300,34105,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,6,Low,4,240,21857,PACL,1,3,1,3,,,,,,,,,,,,,
MB,2,7,Medium,5,300,34105,PANE,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,6,360,34165,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,6,Low,5,300,21917,FHASE,1,3,1,3,,,,,,,,,,,,,
TG,2,6,Low,5,300,21917,FSEPU,0,0,0,0,,,,,,,,,,,,,
MB,2,7,Medium,6,360,34165,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,6,Low,5,300,21917,MHASE,0,0,0,0,,,,,,,,,,,,,
MB,2,7,Medium,6,360,34165,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,6,Low,5,300,21917,PACL,0,0,0,0,,,,,,,,,,,,,
MB,2,7,Medium,6,360,34165,PANE,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,1,60,33532,CAPR,,,0,0,,,,,,,,,,,,,
TG,2,6,Low,6,360,21977,FHASE,1,2,1,2,,,,,,,,,,,,,
TG,2,6,Low,6,360,21977,FSEPU,0,0,0,0,,,,,,,,,,,,,
MB,2,8,Low,1,60,33532,HYRU,,,0,0,,,,,,,,,,,,,
TG,2,6,Low,6,360,21977,MHASE,0,0,0,0,,,,,,,,,,,,,
MB,2,8,Low,1,60,33532,MSEPU,,,0,0,,,,,,,,,,,,,
TG,2,6,Low,6,360,21977,PACL,1,3,1,3,,,,,,,,,,,,,
MB,2,8,Low,1,60,33532,PANE,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,2,120,33592,CAPR,,,0,0,,,,,,,,,,,,,
GCJ,3,10,High,1,60,35639,FHASE,,,0,0,,,,,,,,,,,,,
GCJ,3,10,High,1,60,35639,FSEPU,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,2,120,33592,HYRU,,,0,0,,,,,,,,,,,,,
GCJ,3,10,High,1,60,35639,MHASE,1,1,1,1,,,,,,,,,,,,,
MB,2,8,Low,2,120,33592,MSEPU,,,0,0,,,,,,,,,,,,,
GCJ,3,10,High,1,60,35639,PACL,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,2,120,33592,PANE,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,3,180,33652,CAPR,,,0,0,,,,,,,,,,,,,
GCJ,3,10,High,2,120,35699,FHASE,1,1,1,1,,,,,,,,,,,,,
GCJ,3,10,High,2,120,35699,FSEPU,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,3,180,33652,HYRU,,,0,0,,,,,,,,,,,,,
GCJ,3,10,High,2,120,35699,MHASE,2,1,2,1,,,,,,,,,,,,,
MB,2,8,Low,3,180,33652,MSEPU,,,0,0,,,,,,,,,,,,,
GCJ,3,10,High,2,120,35699,PACL,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,3,180,33652,PANE,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,4,240,33712,CAPR,,,0,0,,,,,,,,,,,,,
GCJ,3,10,High,3,180,35759,FHASE,1,1,1,1,,,,,,,,,,,,,
GCJ,3,10,High,3,180,35759,FSEPU,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,4,240,33712,HYRU,,,0,0,,,,,,,,,,,,,
GCJ,3,10,High,3,180,35759,MHASE,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,4,240,33712,MSEPU,,,0,0,,,,,,,,,,,,,
GCJ,3,10,High,3,180,35759,PACL,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,4,240,33712,PANE,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,5,300,33772,CAPR,,,0,0,,,,,,,,,,,,,
GCJ,3,10,High,4,240,35819,FHASE,,,0,0,,,,,,,,,,,,,
GCJ,3,10,High,4,240,35819,FSEPU,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,5,300,33772,HYRU,,,0,0,,,,,,,,,,,,,
GCJ,3,10,High,4,240,35819,MHASE,1,1,1,1,,,,,,,,,,,,,
MB,2,8,Low,5,300,33772,MSEPU,,,0,0,,,,,,,,,,,,,
GCJ,3,10,High,4,240,35819,PACL,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,5,300,33772,PANE,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,6,360,33832,CAPR,,,0,0,,,,,,,,,,,,,
GCJ,3,10,High,5,300,35879,FHASE,,,0,0,,,,,,,,,,,,,
