Interval,Reader,Trial,Reef,Treatment,Read.number.every.5.min,frame.number,IMG.num,Species,Count,Score,Count.zero,Score.zero,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,8,240,23099,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,8,240,23099,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,8,240,23099,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,10,300,23159,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,10,300,23159,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,10,300,23159,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,10,300,23159,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,10,300,23159,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,10,300,23159,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,10,300,23159,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,10,300,23159,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,12,360,23219,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,12,360,23219,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,12,360,23219,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,12,360,23219,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,12,360,23219,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,12,360,23219,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,12,360,23219,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,12,360,23219,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,14,420,23279,HYRU,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,14,420,23279,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,14,420,23279,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,14,420,23279,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,14,420,23279,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,14,420,23279,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,14,420,23279,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,14,420,23279,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,16,480,23339,MHASE,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,16,480,23339,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,16,480,23339,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,16,480,23339,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,16,480,23339,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,16,480,23339,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,16,480,23339,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,16,480,23339,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,18,540,23399,HYRU,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,18,540,23399,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,18,540,23399,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,18,540,23399,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,18,540,23399,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,18,540,23399,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,18,540,23399,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,18,540,23399,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,20,600,23459,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,20,600,23459,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,20,600,23459,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,20,600,23459,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,20,600,23459,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,20,600,23459,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,20,600,23459,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,20,600,23459,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,22,660,23519,FSEPU,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,22,660,23519,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,22,660,23519,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,22,660,23519,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,22,660,23519,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,22,660,23519,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,22,660,23519,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,22,660,23519,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,24,720,23579,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,24,720,23579,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,24,720,23579,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,24,720,23579,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,24,720,23579,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,24,720,23579,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,24,720,23579,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,24,720,23579,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,26,780,23639,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,26,780,23639,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,26,780,23639,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,26,780,23639,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,26,780,23639,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,26,780,23639,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,26,780,23639,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,26,780,23639,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,28,840,23699,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,28,840,23699,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,28,840,23699,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,28,840,23699,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,28,840,23699,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,28,840,23699,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,28,840,23699,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,28,840,23699,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,30,900,23759,PACL,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,30,900,23759,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,30,900,23759,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,30,900,23759,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,30,900,23759,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,30,900,23759,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,30,900,23759,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,30,900,23759,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,32,960,23819,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,32,960,23819,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,32,960,23819,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,32,960,23819,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,32,960,23819,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,32,960,23819,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,32,960,23819,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,32,960,23819,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,34,1020,23879,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,34,1020,23879,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,34,1020,23879,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,34,1020,23879,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,34,1020,23879,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,34,1020,23879,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,34,1020,23879,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,34,1020,23879,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,36,1080,23939,PACL,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,36,1080,23939,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,36,1080,23939,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,36,1080,23939,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,36,1080,23939,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,36,1080,23939,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,36,1080,23939,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,36,1080,23939,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,38,1140,23999,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,38,1140,23999,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,38,1140,23999,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,38,1140,23999,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,38,1140,23999,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,38,1140,23999,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,38,1140,23999,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,4,Low,38,1140,23999,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,2,60,20015,PACL,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,2,60,20015,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,2,60,20015,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,2,60,20015,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,2,60,20015,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,2,60,20015,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,2,60,20015,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,2,60,20015,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,4,120,20075,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,4,120,20075,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,4,120,20075,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,4,120,20075,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,4,120,20075,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,4,120,20075,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,4,120,20075,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,4,120,20075,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,6,180,20135,FHASE,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,6,180,20135,FSEPU,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,6,180,20135,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,6,180,20135,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,6,180,20135,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,6,180,20135,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,6,180,20135,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,8,240,20195,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,8,240,20195,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,8,240,20195,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,8,240,20195,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,8,240,20195,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,8,240,20195,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,8,240,20195,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,8,240,20195,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,10,300,20255,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,10,300,20255,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,10,300,20255,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,10,300,20255,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,10,300,20255,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,10,300,20255,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,10,300,20255,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,10,300,20255,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,12,360,20315,CAPR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,12,360,20315,FHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,12,360,20315,FSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,12,360,20315,HYRU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,12,360,20315,MHASE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,12,360,20315,MSEPU,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,12,360,20315,PACL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,12,360,20315,PANE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,14,420,20375,FHASE,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten.minute,GCJ,5,7,Medium,14,420,20375,MHASE,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
