Reader,Trial,Reef,Treatment,Read.number.every.5.min,frame.number,IMG.num,Species,count.prop,prop.sublethal,prop.lethal
MB,5,15,High,14,420,18793,FSEPU,0,0,0
MB,5,15,High,14,420,18793,MHASE,0,0,0
MB,5,15,High,14,420,18793,PACL,0,0,0
MB,5,15,High,15,480,18853,FHASE,0,0,0
MB,5,15,High,15,480,18853,FSEPU,0,0,0
MB,5,15,High,15,480,18853,MHASE,0,0,0
MB,5,15,High,15,480,18853,PACL,0,0,0
MB,5,15,High,16,540,18913,MHASE,1,0,0
MB,5,15,High,16,540,18913,FHASE,0,0,0
MB,5,15,High,16,540,18913,FSEPU,0,0,0
MB,5,15,High,16,540,18913,PACL,0,0,0
MB,5,15,High,17,600,18973,MHASE,1,1,0
MB,5,15,High,17,600,18973,PACL,1,0,0
MB,5,15,High,17,600,18973,FHASE,0,0,0
MB,5,15,High,17,600,18973,FSEPU,0,0,0
MB,5,15,High,18,660,19033,FHASE,1,1,0
MB,5,15,High,18,660,19033,MHASE,1,0,0
MB,5,15,High,18,660,19033,FSEPU,0,0,0
MB,5,15,High,18,660,19033,PACL,0,0,0
MB,5,15,High,18,720,19093,FHASE,0,0,0
MB,5,15,High,18,720,19093,FSEPU,0,0,0
MB,5,15,High,18,720,19093,MHASE,0,0,0
MB,5,15,High,18,720,19093,PACL,0,0,0
MB,5,15,High,19,780,19093,MHASE,1,0,0
MB,5,15,High,19,780,19093,FHASE,0,0,0
MB,5,15,High,19,780,19093,FSEPU,0,0,0
MB,5,15,High,19,780,19093,PACL,0,0,0
MB,5,15,High,20,840,19153,MHASE,1,0,0
MB,5,15,High,20,840,19153,FHASE,0,0,0
MB,5,15,High,20,840,19153,FSEPU,0,0,0
MB,5,15,High,20,840,19153,PACL,0,0,0
MB,5,15,High,21,900,19213,FHASE,1,0,0
MB,5,15,High,21,900,19213,FSEPU,0,0,0
MB,5,15,High,21,900,19213,MHASE,0,0,0
MB,5,15,High,21,900,19213,PACL,0,0,0
MB,5,15,High,22,960,19273,FHASE,0,0,0
MB,5,15,High,22,960,19273,FSEPU,0,0,0
MB,5,15,High,22,960,19273,MHASE,0,0,0
MB,5,15,High,22,960,19273,PACL,0,0,0
MB,5,15,High,23,1020,19333,FHASE,1,0,0
MB,5,15,High,23,1020,19333,FSEPU,0,0,0
MB,5,15,High,23,1020,19333,MHASE,0,0,0
MB,5,15,High,23,1020,19333,PACL,0,0,0
MB,5,15,High,24,1080,19393,FHASE,0,0,0
MB,5,15,High,24,1080,19393,FSEPU,0,0,0
MB,5,15,High,24,1080,19393,MHASE,0,0,0
MB,5,15,High,24,1080,19393,PACL,0,0,0
MB,5,15,High,25,1140,19453,FHASE,0,0,0
MB,5,15,High,25,1140,19453,FSEPU,0,0,0
MB,5,15,High,25,1140,19453,MHASE,0,0,0
MB,5,15,High,25,1140,19453,PACL,0,0,0
GJ,6,7,High,1,60,14383,FHASE,0,0,0
GJ,6,7,High,1,60,14383,FSEPU,0,0,0
GJ,6,7,High,1,60,14383,MHASE,0,0,0
GJ,6,7,High,1,60,14383,PACL,0,0,0
GJ,6,7,High,2,120,14443,FHASE,1,0,0
GJ,6,7,High,2,120,14443,FSEPU,0,0,0
GJ,6,7,High,2,120,14443,MHASE,0,0,0
GJ,6,7,High,2,120,14443,PACL,0,0,0
GJ,6,7,High,3,180,14503,PACL,1,0,0
GJ,6,7,High,3,180,14503,FHASE,0,0,0
GJ,6,7,High,3,180,14503,FSEPU,0,0,0
GJ,6,7,High,3,180,14503,MHASE,0,0,0
GJ,6,7,High,4,240,14563,FHASE,1,0,0
GJ,6,7,High,4,240,14563,FSEPU,0,0,0
GJ,6,7,High,4,240,14563,MHASE,0,0,0
GJ,6,7,High,4,240,14563,PACL,0,0,0
GJ,6,7,High,5,300,14623,MHASE,1,0,0
GJ,6,7,High,5,300,14623,FHASE,0,0,0
GJ,6,7,High,5,300,14623,FSEPU,0,0,0
GJ,6,7,High,5,300,14623,PACL,0,0,0
GJ,6,7,High,6,360,14683,FHASE,1,0,0
GJ,6,7,High,6,360,14683,MHASE,1,0,0
GJ,6,7,High,6,360,14683,FSEPU,0,0,0
GJ,6,7,High,6,360,14683,PACL,0,0,0
GJ,6,7,High,7,420,14743,MHASE,1,0,0
GJ,6,7,High,7,420,14743,FHASE,0,0,0
GJ,6,7,High,7,420,14743,FSEPU,0,0,0
GJ,6,7,High,7,420,14743,PACL,0,0,0
GJ,6,7,High,8,480,14803,FHASE,1,0,0
GJ,6,7,High,8,480,14803,MHASE,1,0,0
GJ,6,7,High,8,480,14803,FSEPU,0,0,0
GJ,6,7,High,8,480,14803,PACL,0,0,0
GJ,6,7,High,9,540,14863,FHASE,1,0,0
GJ,6,7,High,9,540,14863,MHASE,1,0,0
GJ,6,7,High,9,540,14863,FSEPU,0,0,0
GJ,6,7,High,9,540,14863,PACL,0,0,0
GJ,6,7,High,10,600,14923,MHASE,1,0,0
GJ,6,7,High,10,600,14923,FHASE,0,0,0
GJ,6,7,High,10,600,14923,FSEPU,0,0,0
GJ,6,7,High,10,600,14923,PACL,0,0,0
GJ,6,7,High,11,660,14983,MHASE,1,0,0
GJ,6,7,High,11,660,14983,FHASE,1,0,0
GJ,6,7,High,11,660,14983,FSEPU,0,0,0
GJ,6,7,High,11,660,14983,PACL,0,0,0
GJ,6,7,High,12,720,15043,FHASE,0,0,0
GJ,6,7,High,12,720,15043,FSEPU,0,0,0
GJ,6,7,High,12,720,15043,MHASE,0,0,0
GJ,6,7,High,12,720,15043,PACL,0,0,0
GJ,6,7,High,13,780,15103,FHASE,0,0,0
GJ,6,7,High,13,780,15103,FSEPU,0,0,0
GJ,6,7,High,13,780,15103,MHASE,0,0,0
GJ,6,7,High,13,780,15103,PACL,0,0,0
GJ,6,7,High,14,840,15163,FHASE,0,0,0
GJ,6,7,High,14,840,15163,FSEPU,0,0,0
GJ,6,7,High,14,840,15163,MHASE,0,0,0
GJ,6,7,High,14,840,15163,PACL,0,0,0
GJ,6,7,High,15,900,15223,FHASE,1,0,1
GJ,6,7,High,15,900,15223,FSEPU,0,0,0
GJ,6,7,High,15,900,15223,MHASE,0,0,0
GJ,6,7,High,15,900,15223,PACL,0,0,0
GJ,6,10,High,1,60,29976,MHASE,1,0,0
GJ,6,10,High,1,60,29976,FHASE,0,0,0
GJ,6,10,High,1,60,29976,FSEPU,0,0,0
GJ,6,10,High,1,60,29976,PACL,0,0,0
GJ,6,10,High,2,120,30037,FHASE,0,0,0
GJ,6,10,High,2,120,30037,FSEPU,0,0,0
GJ,6,10,High,2,120,30037,MHASE,0,0,0
GJ,6,10,High,2,120,30037,PACL,0,0,0
GJ,6,10,High,3,180,30097,PACL,1,0,0
GJ,6,10,High,3,180,30097,FHASE,0,0,0
GJ,6,10,High,3,180,30097,FSEPU,0,0,0
GJ,6,10,High,3,180,30097,MHASE,0,0,0
GJ,6,10,High,4,240,30157,FHASE,0,0,0
GJ,6,10,High,4,240,30157,FSEPU,0,0,0
GJ,6,10,High,4,240,30157,MHASE,0,0,0
GJ,6,10,High,4,240,30157,PACL,0,0,0
GJ,6,10,High,5,300,30217,FHASE,1,0,0
GJ,6,10,High,5,300,30217,FSEPU,0,0,0
GJ,6,10,High,5,300,30217,MHASE,0,0,0
GJ,6,10,High,5,300,30217,PACL,0,0,0
GJ,6,10,High,6,360,30277,FHASE,0,0,0
GJ,6,10,High,6,360,30277,FSEPU,0,0,0
GJ,6,10,High,6,360,30277,MHASE,0,0,0
GJ,6,10,High,6,360,30277,PACL,0,0,0
GJ,6,10,High,7,420,30337,FHASE,1,0,0
GJ,6,10,High,7,420,30337,FSEPU,0,0,0
GJ,6,10,High,7,420,30337,MHASE,0,0,0
GJ,6,10,High,7,420,30337,PACL,0,0,0
GJ,6,10,High,8,480,30397,FHASE,0,0,0
GJ,6,10,High,8,480,30397,FSEPU,0,0,0
GJ,6,10,High,8,480,30397,MHASE,0,0,0
GJ,6,10,High,8,480,30397,PACL,0,0,0
GJ,6,10,High,9,540,30457,FHASE,0,0,0
GJ,6,10,High,9,540,30457,FSEPU,0,0,0
GJ,6,10,High,9,540,30457,MHASE,0,0,0
GJ,6,10,High,9,540,30457,PACL,0,0,0
GJ,6,10,High,10,600,30507,FHASE,0,0,0
GJ,6,10,High,10,600,30507,FSEPU,0,0,0
GJ,6,10,High,10,600,30507,MHASE,0,0,0
GJ,6,10,High,10,600,30507,PACL,0,0,0
GJ,6,10,High,11,660,30567,FHASE,0,0,0
GJ,6,10,High,11,660,30567,FSEPU,0,0,0
GJ,6,10,High,11,660,30567,MHASE,0,0,0
GJ,6,10,High,11,660,30567,PACL,0,0,0
GJ,6,10,High,12,720,30627,FSEPU,1,0,0
GJ,6,10,High,12,720,30627,FHASE,0,0,0
GJ,6,10,High,12,720,30627,MHASE,0,0,0
GJ,6,10,High,12,720,30627,PACL,0,0,0
GJ,6,10,High,13,780,30687,FHASE,1,1,0
GJ,6,10,High,13,780,30687,FSEPU,0,0,0
GJ,6,10,High,13,780,30687,MHASE,0,0,0
GJ,6,10,High,13,780,30687,PACL,0,0,0
GJ,6,10,High,14,840,30747,FHASE,1,0,0
GJ,6,10,High,14,840,30747,MHASE,1,0,0
GJ,6,10,High,14,840,30747,FSEPU,0,0,0
GJ,6,10,High,14,840,30747,PACL,0,0,0
GJ,6,17,High,1,60,11636,FHASE,0,0,0
GJ,6,17,High,1,60,11636,FSEPU,0,0,0
GJ,6,17,High,1,60,11636,MHASE,0,0,0
